hgnc_symbol	FC..class1.class2.	P.value
	-0.283329168051641	0.0009071
	-0.14535138557262	0.02801
	-0.120351940365222	0.04946
	-0.24000896473507	0.002724
	-0.288063200325316	0.000733
	0.194294815161489	0.01239
	-0.285698125958125	0.0006727
	-0.303342394487331	0.0004381
	-0.151858816727005	0.02168
	-0.241230035515445	0.0024
RBM12B-AS1	0.227354196907308	0.0067
	0.259460951386657	0.003343
	0.181476617933702	0.01785
	0.12799868851682	0.04889
	-0.134878054343112	0.03517
	-0.214124805352847	0.005648
WASH9P	-0.205392512989685	0.006458
	0.152965210880434	0.04055
	-0.16478627814334	0.01451
	0.180495303958067	0.01815
	-0.246104009883917	0.002323
	-0.177598929327733	0.012
	0.216417626059629	0.009946
	-0.350497247084133	0.0001784
	0.163591067720262	0.02306
	0.142257815539934	0.005805
	0.146882608776449	0.03126
	0.181640235176961	0.01989
	-0.200378797984026	0.006478
	-0.180147861158429	0.01093
	-0.14535138557262	0.02647
	-0.146655222119465	0.02403
	-0.158337027167101	0.01748
	-0.202887833470143	0.005418
	0.483581358366132	5.094e-05
	0.333697871826905	0.0006905
CCDC163	-0.219091058246197	0.004684
PAGR1	0.283316328122915	0.002086
ABALON	0.182458599848566	0.01585
SNHG4	-0.126972856257766	0.03935
	-0.195347598322219	0.008551
BISPR	-0.160920188181103	0.02095
	-0.169925001442312	0.01303
	-0.235114320376357	0.003806
